ID	label
Pdf_Chunk_id102: (64%)Senior management (reporting in to ULE)17 (21%)64 (79%)15 (20%)59 (80%)Management7,336 (49%)7,552 (51%)7,620 (51%)7,408 (49%)Total workforce53,465 (35%)101,383 (65%)53,469 (36%)96,398 (64%)As at 20 February 2020 (the latest practicable date for inclusion in this report), there were four females and nine males on the ULE.Note: Employees who are statutory directors of the corporate entities included in this Annual Report and Accounts: 493 (68%) males and 232 (32%) females (see pages 154 to 160).17Unilever Annual Report and Accounts 2019Stakeholder review continuedSociety Businesses that serve society today will be those that thrive in the future. Our scale give us an opportunity to create a better world and a stronger business.	PDF
Pdf_Chunk_id103: meets our Highest Nutritional Standards based on globally recognised dietary recommendations. We’re also putting clearer nutrition labelling on our products. In 2019, 98% of our Foods & Refreshment portfolio had full nutrition labelling in line with our product labelling criteria (based on global sales from 1 April 2019 to 30 June 2019), and we’re working towards 100%. And, our brands are offering more fortified foods as part of our wider ambition to provide 200 billion servings by 2022 that contain at least one of the following key micronutrients: iron, iodine, zinc, vitamin A or D.	PDF
Pdf_Chunk_id104: Creating positive change Our impact on society starts, of course, with our contributions as an employer, taxpayer and buyer of goods and services – amounting to around €34 billion in 2019. But we both need and want to do more. Our Unilever Sustainable Living Plan (USLP) gives us a framework to better the health, wellbeing and livelihoods of millions around the world. Progress against our key 2020 targets is on page 22, and we’re currently developing goals beyond 2020.We’re creating broad change by putting our influence and resources behind projects that support the UN SDGs.	PDF
Pdf_Chunk_id105: and working with our tea suppliers in Kenya, Tanzania and India to improve women’s safety. And we continued to focus on the rights of migrant workers, including no payment of recruitment fees, by taking part in multi- stakeholder initiatives such as the Consumer Goods Forum, Leadership Group for Responsible Recruitment and Responsible Labour Initiative. We also published a full list of our tea suppliers in 21 countries to help consumers make more informed choices about the products they buy.We can improve people’s lives directly through our products. We can create broader change by putting our influence and resources behind things that matter, often in partnership with others such as projects supporting the UN Sustainable Development Goals (SDGs). And our household name brands are changing things for the better.	PDF
Pdf_Chunk_id106: We believe that plant-based diets are essential for a sustainable food system and will be critical for slowing global heating. So we expanded our range of vegan and vegetarian options in 2019, including the newly acquired Vegetarian Butcher (see page 14 for more). And, through a three-year partnership with the World Wildlife Fund launched in 2019, Knorr is promoting 50 plant-based foods (see page 14).Better health and wellbeing One of our big goals is to help more than one billion people improve their health and wellbeing by 2020. Many of our brands do this directly, while others do it through partnerships working to make it easier for people to live healthy lives.Improving physical and mental healthA fairer world for women	PDF
Pdf_Chunk_id107: Improving physical and mental healthA fairer world for womenWe have a responsibility not just to help our employees improve their health and wellbeing (see page 16), but to encourage people everywhere to look after their physical and mental health. Dove’s Self-Esteem Project, for example, has reached over 60 million young people in 142 countries – including 21 million through a specially commissioned cartoon series designed to improve body confidence, which was aired in 12 markets. Lipton Tea launched its new Quality Connections programme in 2019, while Brooke Bond continues its campaign to break stereotypes around mental health and disability. And Clear, our anti-dandruff haircare brand, is tackling social anxiety and building young people’s resilience.	PDF
Pdf_Chunk_id108: One of the most powerful ways to improve the livelihoods, health and wellbeing of everyone is to create more opportunities for women. So we’re investing in women across our value chain – employees, farmers, small retailers – giving them business opportunities and access to training, finance and technologies.Improving hygiene and sanitationAround 2.3 billion people still have no access to basic sanitation, while 844 million are without safe drinking water. Diarrhoeal diseases are the third leading cause of child mortality globally and around half of the world’s population suffers from untreated tooth decay. We’re working hard to change these numbers. By the end of 2019, we’d reached 1.3 billion people through our activities to encourage behaviours like handwashing with soap and better oral care, and to create better access to clean toilets and safe drinking water.	PDF
Pdf_Chunk_id109: We put our influence as an advertiser behind the #Unstereotype initiative to encourage a move away from unhelpful portrayals of gender. Many of our brands are pushing for greater gender equality through their brand purpose and partnerships, such as Sunsilk and Girl Rising in Indonesia, Philippines and Argentina, Sunlight and UN Women in Indonesia, and TRESemmé and ICRW in the UK. We’re also continuing to partner with UN Women to improve the safety of women in agriculture, especially on our tea plantations.	PDF
Pdf_Chunk_id110: Since 2010, for example, Lifebuoy has reached over 1 billion people in its efforts to improve handwashing habits, including 587 million through TV reach. We're working in partnership with organisations such as Gavi to promote vaccination and handwashing, and the Power of Nutrition to give women in rural India advice through their mobile phones about their children’s health, including handwashing. In India, we opened two more Suvidha centres in partnership with HSBC to give people access to clean water, sanitation and laundry facilities bringing the total to three, with two more under development. And, both through its partnership with Unicef and the Cleaner Toilets Brighter Futures programme, Domestos is improving access to toilets for school children (see page 15).Enhancing livelihoods Our activities touch the lives of millions, both directly and indirectly. We have a responsibility to protect their rights and help them live well.More inclusive business	PDF
Pdf_Chunk_id111: More inclusive businessWe want to unlock the potential of the millions around the world who help source, make and sell our products – growing our business and theirs. For example, through the CEO Partnership, we have projects in Kenya, India and Pakistan with credit and insurance providers such as Mastercard, AXA and Telenor to deliver digital credit and payment services to small retailers. And we continue to expand our Shakti programme, which gives women in rural communities in countries such as India and Nigeria the opportunity to earn an income by selling our brands.Championing human rights	PDF
Pdf_Chunk_id112: Championing human rightsOur Responsible Sourcing Policy sets standards on human and labour rights for our suppliers. In 2019, 70% of our procurement spend was through suppliers meeting these requirements. We have due diligence procedures to identify human rights risks in the supply chain including third-party audits. We aim to support suppliers to find solutions to identified issues, especially where these affect workers’ human and labour rights.Healthier eatingTo further embed a culture of respect and promote human rights, in 2019 we created and began to roll out an internal business and human rights training programme. We also carried out external, independent Human Rights Impact Assessments in Guatemala, Thailand and Turkey. We continued to partner with UN Women, publishing Implementation Guidance for the Global Safety Framework	PDF
Pdf_Chunk_id113: Our work also extends to the smallholder farmers we depend on for key crops. For example, in Madagascar, Wall’s is working with NGOs to help families earn a sustainable living from vanilla farming. Across all our smallholder programmes, we've helped more than 793,000 smallholder farmers access initiatives aiming to improve agricultural practices.The world’s food system carries a double burden: almost two billion people are overweight, while 821 million people are malnourished. ‘Big food’ is seen by many as the problem. We’re determined to be part of the solution.So we’re continuing to reduce the sugar, salt and saturated fats in our foods – 56% of our portfolio (out of our target of 60% by 2020)18Strategic ReportUnilever Annual Report and Accounts 2019Planet We’re living in a climate emergency. As the planet continues to heat, we need to protect the natural resources we depend on to grow our business.	PDF
Pdf_Chunk_id114: Where water is becoming scarcer, we’re developing products which use less water, while encouraging people to do laundry on shorter cycles.Business needs a healthy world To create the change needed to counter the rapid warming and degradation of the environment, we have to radically overhaul entire systems. Our activities (see pages 10 to 11) impact the environment, mainly through the use of water, energy and land as well as the production of waste and greenhouse gas emissions. Taking action on these issues is not only the right thing to do – it also helps our business as consumers choose brands which align with their values and concerns. Our Environmental Policy outlines our responsibilities to the environment and is, among other things, implemented through the USLP.100%Ending deforestation	PDF
Pdf_Chunk_id115: 100%Ending deforestationIn 2010, as a member of the Consumer Goods Forum, we committed to achieving zero net deforestation associated with our four most important deforestation risk commodities by 2020: paper and board, palm oil, beef and soy. For these commodities, we use additional verification on top of our existing sustainability certifications to address the environmental and social issues associated with these particular crops. Specifically, our accelerated activities will include: enhancing our efforts around traceability and transparency using advancements in technology; inclusion of smallholders in our value chain particularly in countries such as Indonesia to help them increase crop productivity and diversify income; and simplifying our approach to sourcing.grid electricity from renewables on 5 continents	PDF
Pdf_Chunk_id116: grid electricity from renewables on 5 continentsInnovation with others, plays a big part. For example, we’re working with Ioniqa, a Dutch start-up, to develop a technology that breaks down plastic to make it more recyclable. And we’re investing in solutions – through Circulate Capital’s Ocean Fund, for example, which is working to reduce plastic pollution in South and South East Asia.	PDF
Pdf_Chunk_id117: Our environmental targets were ground- breaking when we set them in 2010, because they considered the wider value chain, including consumer use. In some areas of the wider value chain, such as lessening consumer waste, we’ve made good progress – in others, such as reducing consumer greenhouse gas and water use, we haven’t done so well. This is disappointing, but we’re using what we’ve learned to refine our strategy. Having launched new goals for plastics in October 2019 (described below), we’re in the process of setting new sustainability goals for beyond 2020. These will both challenge us and, we hope, encourage others to act faster. As we’ve learnt from the last nine years of the USLP, partnerships are key.Protecting nature through sustainable sourcing We use many different raw materials to make our products. Sustainable sourcing and sustainable agriculture are vital to maintaining the supply of these natural resources while also feeding the world's growing population.	PDF
Pdf_Chunk_id118: Despite our efforts over the past decade, commodity-driven deforestation remains a serious challenge in many parts of the world. We cannot solve deforestation without wholesale transformation of supply chains towards more sustainable models of production. This is why we are working with governments, other businesses, civil society and local communities to tackle the causes of deforestation.	PDF
Pdf_Chunk_id119: Our Sustainable Agriculture Code lays out standards for the suppliers of our biggest commodities such as palm oil, soy, paper and board – as well as crops such as sugar, tea and vegetables – to farm in ways that sustain the soil, use less water and fertiliser, protect biodiversity and improve people’s livelihoods. In 2010 we set a target to source all our raw materials sustainably. 62% of all agricultural raw materials were sustainably sourced in 2019, compared to 14% in 2010. For the 12 key ingredients that make up around two-thirds of our total volume of agricultural raw materials, 88% were sustainably sourced.Tackling climate change This year we reaffirmed our science-based commitments through the UN’s Business Ambition for 1.5°C campaign. We're taking action across our value chain.	PDF
Pdf_Chunk_id120: Rethinking plastic While plastic does have a role to play in the economy, it does not belong in the environment. Its impact has rightly become a huge concern. With consumer expectations and legislation changing fast, we have to rethink both the design of our products and our business model to build a circular economy – one where we not only use less plastic, but where the plastic we do use can be reused, recycled or composted.Reducing carbon emissions	PDF
Pdf_Chunk_id121: Reducing carbon emissionsWe’ve made significant progress in our own operations. Reducing emissions means reducing energy. By the end of 2019 we had reduced energy from our factories by 29% per tonne of production compared to 2008, avoiding costs of around €733 million in the process. We continue to use an internal price on carbon to fund energy projects. See page 40 for more details. Since 2008 we’ve reduced CO2 emissions from energy per tonne of production by 65%. We're also finding ways to replace fossil fuel energy with renewable energy. As of September 2019, 100% of our grid electricity was from renewables across five continents. And 24 manufacturing sites achieved carbon neutral status. We’re now using solar power in 20 countries and are pushing for regulatory changes to move more swiftly away from fossil fuels.	PDF
Pdf_Chunk_id122: Pushing for system change The radical changes needed can only be made through co-operation – across borders and between boardroom tables. So we’re working closely with organisations such as the Ellen MacArthur Foundation to push towards a circular economy. And we’re lending our voice to calls for connected approaches, such as the Nature Based Solutions Manifesto for natural solutions to climate change. We are all in this together, and we still have much to do.	PDF
Pdf_Chunk_id123: Since 2010, our total waste footprint per consumer use has reduced by 32% – partly through better product design and recycling infrastructure. But we need to do more, and more quickly. So in October 2019, we announced a new ambition to halve the use of virgin plastic in our packaging by 2025 and to collect and process more plastic packaging than we sell by 2025. This will mean exploring new product designs that use more refills, recycled materials, or no plastic at all. And it will mean continuing to invest in infrastructure – expanding our partnerships with waste management companies like Veolia and with household recycling services like Wecyclers in Nigeria.See page 22 for details on our progress against key USLP targets and pages 40 to 45 for more on how we manage risks and opportunities from climate change and plastic packaging.	PDF
Pdf_Chunk_id124: However, around 65% of our carbon footprint comes from consumers using our products. So halving our total emissions footprint depends on two main things: changes in consumer behaviour and renewable energy becoming more widely available. We’ve made some progress by influencing behaviour through product design, but we need to go faster. So we’re developing our products to use less carbon – introducing more concentrated liquids for example – and joining the RE100 global campaign for better access to renewable energy for all.We’re already making progress. In 2019, nine of our brands registered their interest in participating in a pilot of the TerraCycle Loop refill and reuse scheme in the US and France, with five already launched on the platform. And, we’re bringing more recycled plastic into more of our product packaging, while exploring other options such as glass jars for Knorr soups and sustainable paper for Carte d’Or ice creams.19Unilever Annual Report and Accounts 2019	PDF
Pdf_Chunk_id125: 19Unilever Annual Report and Accounts 2019Stakeholder review continuedCustomers With our many customers, from e-commerce marketplaces to family-owned stores, we're pioneering new ways of selling to grow both our business and theirs.Partnering for growthThe changing world of our customers We partner with 25 million retail sales outlets in our distribution chain in over 100 countries, with 60% in developing and emerging markets. We work closely with our customers to grow both their sales and ours while spreading the positive impact of our purpose-led brands. This could mean collaborating on a new product launch or purpose campaign, or recommending the right range of products based on our consumer insights.25m	PDF
Pdf_Chunk_id126: 25mSupporting our big box retail partners to develop better in-store experiences and more digital options is a key part of our approach. We’re partnering with retailers such as Woolworths (Australia) and Target (US) to create more inspiring shopping experiences through more personalised and effective promotions – developing a new in-store experience for Target’s beauty offering, for example. And we're creating joint business plans, for example with Coles (Australia) we've developed our offer of protein, low calorie, vegan and natural ice creams to focus on these high-growth markets.retail sales outlets in our distribution chain	PDF
Pdf_Chunk_id127: retail sales outlets in our distribution chainFitter for the future Alongside working with our customers to help them become more fit for the future, we’re adapting our own ways of working. By becoming more integrated and digital, we’re finding ways to make our operations smarter and quicker. We’re assessing and refining our key processes and are using AI to become more efficient and effective with our customers – for example, through more dynamic resource planning and better promotion.	PDF
Pdf_Chunk_id128: The retail world is changing fast. People no longer just shop in one place – they’re using a variety of channels, both online and off, and expect a seamless experience throughout. In developing and emerging markets, we’re seeing a move towards e-commerce and convenience stores – and in the developed world, towards these as well as discount channels. So, it’s becoming even more important to adopt a successful multi-channel approach – offering the right products at the right prices in the right places.Empowering small retailersDigitising the sales value chain so that small retailers can order our products 24/7 is key to building direct relationships, providing growth opportunities for us and our customers.	PDF
Pdf_Chunk_id129: In Indonesia for example, we've introduced a self-ordering smartphone app and phone ordering option for small stores. In Brazil, we've developed a small retailer e-commerce platform for buying our products, and have 200,000 registered stores so far. And in India, we launched the Shikar app so that traders can place orders without waiting for distributors to visit their stores. We’re also exploring new finance models such as micro-credit partnerships – with Mastercard in Kenya and Telenor in Pakistan – that help smaller retailers access loans to buy stock (see page 18).By relentlessly focusing on customers, consumers and channels, we can make sure our distribution platforms are primed for the evolving shopping habits of people all over the world.	PDF
Pdf_Chunk_id130: Reinventing retail We’re evolving how we sell to make sure we have the right presence in growing channels such as health & beauty, out of home and e-commerce. We're also partnering with small and larger retailers to create more growth opportunities.Growing e-commerceSelling with purpose We work with our customers to make our brands with purpose more visible – wherever shoppers are. We want to engage consumers on all shopping channels to inspire them to buy, consume and act more sustainably – which also leads to more sales and income for our customers. One way we do this is by bringing our brands to life in stores. We’ve partnered with Walmart in the US and Puregold in the Philippines, for example, to educate people on recycling and plastics reduction to help drive behavioural change through Unilever brands.	PDF
Pdf_Chunk_id131: The forecast for global e-commerce growth was 20% for 2019. Unilever's e-commerce sales grew 30%, accounting for 6% of our turnover (including sales to consumers both by Unilever and by retailers via their e-commerce platforms). While this pace is fast compared to the market, we need to go faster, partnering with customers who share our aim to grow across e-commerce channels. This year we worked closely with Alibaba, JD.com and other online retailers as part of the one-day Double 11 Chinese shopping gala. Among other things, this involved an interactive on- and offline shopping experience promoting premium products such as Love Home and Planet and Lux botanical shower gels.	PDF
Pdf_Chunk_id132: Part of selling with purpose is expanding our reach through last-mile and micro distribution models. Programmes like Shakti, through which more than 100,000 women are selling direct to homes and in villages in rural areas of 5 countries, and I’m Wall’s, which has created new livelihoods for thousands of micro- entrepreneurs in over 20 countries, are helping us expand our reach and make a difference to people’s lives. For more on small-scale retailer programmes see page 18.We’re also partnering with large retailers like Tesco, Carrefour and Walmart on omnichannel – across channel – sales models to make sure they reach consumers, however they choose to buy. Our aim is to build a balanced e-commerce model that includes e-commerce retailers, bricks and mortar online sales, and direct-to- consumer businesses.	PDF
Pdf_Chunk_id133: We’re also making a difference to the planet through a raft of initiatives to reduce and reuse plastics in stores. We’re trialling refill stations with customers in the US and Europe, for example, and are working to expand these programmes. For more on how we’re tackling plastic packaging, see page 19.20Strategic ReportUnilever Annual Report and Accounts 2019Shareholders We’re working to create sustainable long-term value for our shareholders by evolving our portfolio to higher growth segments and transforming our business.Our performance in 2019	PDF
Pdf_Chunk_id134: Our performance in 2019Transforming for success Our new leadership team is driving our transformation for future success: cementing purpose at the heart of our business strategy, while simplifying our organisational structure. To help us shape a faster, more responsive business, we’ve reinstated the Chief Operating Officer role and simplified our structures in Europe, South East Asia and Australasia. These actions are all part of building a culture of growth at Unilever: becoming a more agile organisation that makes smarter decisions faster, and with consumers and customers front of mind – see pages 14 and 20 for more.2.9%We delivered underlying sales growth of 2.9%, balanced between price and volume. As we announced in our sales update in December, this means that we fell slightly short of delivering within our multi-year range of 3-5%.underlying sales growth in 2019	PDF
Pdf_Chunk_id135: underlying sales growth in 2019Our underlying sales growth was driven by a strong overall performance in our emerging markets, up 5.3% and with a good balance between volume and price. Our businesses in South East Asia, particularly Philippines, Indonesia and Vietnam, performed well, as did North Asia. Latin America returned to growth and our Brazilian business also grew well, in an environment which is improving but remains challenging. These gains were, however, offset by difficulties in other emerging markets, including an economic slowdown in South Asia and tough trading conditions in West Africa and the Middle East.That’s why we’re working to ensure that each of our brands has a clear purpose. As well as our brands taking a stand on issues, we’re setting bold goals and taking action on the many environmental and social challenges faced by society, such as plastic and climate change. See page 19 for more.	PDF
Pdf_Chunk_id136: The transformation is underpinned by technology, which is making a difference at every stage of our operations. It’s helping to improve our sourcing of raw materials, for example we're exploring the potential of AI to calculate ideal harvest times and increase productivity at our tea plantations in Kenya. And it’s creating new efficiencies in our manufacturing operations – at the end of 2019, 31 of our sites were streaming live data using a 'digital twin', which tracks physical conditions and uses machine learning to analyse data and optimise processes, reducing both waste and energy used. We plan to connect another 40 sites in 2020.	PDF
Pdf_Chunk_id137: Accelerating our growth As we strengthen our foundations to deliver long-term superior value, accelerating growth is our top priority. We’re doing this by evolving our portfolio of brands to higher growth segments. This means renovating our existing brands to meet emerging trends, creating new brands (such as Love Home and Planet), and making acquisitions in fast-growing segments like plant-based foods and prestige beauty. Over the last five years we’ve acquired over 30 businesses, including nine in 2019. In January 2020 we announced that we will be conducting a strategic review of our global tea business as we continue to evolve our portfolio to higher growth spaces.	PDF
Pdf_Chunk_id138: Delivering strong growth continues to challenge us in developed markets, where we see low consumer confidence and a deflationary retail environment. Sales growth in our European business decreased by 0.6%, while in North America we saw modest growth, helped by a good performance in Deodorants and some good momentum in the second half from Dressings.We’re also building digital relationships with our customers and creating better, more cost-effective models of service – for more on this, see page 20. We’re getting even closer to consumers by using advanced analytics to understand trends on social channels and through our Consumer Carelines. The insights we gain are enabling us to be in the right places at the right times with the right products. Digital activities like these make our investments more effective, help us develop more powerful innovation capabilities and ensure we are more responsive to consumer trends.	PDF
Pdf_Chunk_id139: In our Divisions, Beauty & Personal Care grew 2.6%, led by strong, double-digit growth from Prestige. Deodorants and Skin Care performed well, but growth was weak in Hair Care. It was another good year for Home Care, growing by 6.1% with strong contributions from Fabric Solutions, Fabric Sensations and Home & Hygiene. Foods & Refreshment delivered growth of 1.5%, in a year which saw subdued demand for black tea, and a significant slowdown in the European ice cream market.Many of our recent acquisitions are growing in double digits, including our Prestige portfolio, Seventh Generation and Sir Kensington's. However, some, such as Blueair, haven’t performed as expected in recent years. The aquisition of Horlicks is likely to complete in the first half of 2020.	PDF
Pdf_Chunk_id140: Our bottom-line performance was good, with underlying operating margin progressing 50 basis points to 19.1%. The improvement was driven by higher gross margins, a result of strong delivery from our 5S savings programme. In addition, free cash flow was up €0.7 billion to €6.1 billion, thanks to an improvement in underlying operating profit.In summary, we are focused on accelerating growth while continuously transforming our organisation to be future-fit. Our purpose- led business model remains key to delivering superior long-term value.	PDF
Pdf_Chunk_id141: We’re also capitalising on market potential. With 60% of our business in developing and emerging markets, we have an unmatched footprint in high-growth markets. In 2019, 19 of our emerging markets delivered more than €100 million in turnover, with 17 delivering more than €500 million. We’re also building a strong presence in markets of the future, such as Ethiopia and Myanmar. The key to winning in many of these places – and indeed in all our markets – is digitising our route to market and having a strong presence in channels such as e-commerce, as discussed on page 20.	PDF
Pdf_Chunk_id142: Purpose-led performance As well as expecting consistent financial returns, shareholders today are increasingly interested in the environmental, social and governance (ESG) aspects of business that are so essential to delivering value. Our long-term commitment to ESG is encapsulated in the Unilever Sustainable Living Plan. Our focus and progress on becoming a more sustainable business helped us once again come top of our sector in the Dow Jones Sustainability Index in 2019.Sustainable growth is fuelled by our savings initiatives. We have an everyday commitment to running the business efficiently, using savings to invest in growth areas of the future and in better products and brands. This, in turn, increases our margins. Our three main savings programmes – ZBB, 5S and our Change Programme – havedelivered over €6 billion of savings since 2017. >€6bn	PDF
Pdf_Chunk_id143: delivered over €6 billion of savings since 2017. >€6bnWe’re more determined than ever to show that our purposeful approach to business fuels strong performance. The numbers prove it – over the last few years we’ve seen significantly higher growth from our brands with purpose.cost savings since 201721Unilever Annual Report and Accounts 2019Our performanceWe measure our success by tracking both non-financial and financial key performance indicators that reflect our strategic priorities.Non-financial performance20182017Target2019Improving health & wellbeing Big Goal: By 2020 we will help more than a billion people take action to improve their health and wellbeing. See page 18.On ground reach: 570 million TV reach:On ground reach: 523 million TV reach: 78 million*On ground reach: 615 million TV reach: 710 million*	PDF
Pdf_Chunk_id144: On ground reach: 615 million TV reach: 710 million*Health & hygiene Target: By 2020 we will help more than a billion people to improve their health and hygiene. This will help reduce the incidence of life-threatening diseases like diarrhoea.1 billion670 million*Nutrition Target: By 2020 we will double (i.e. up to 60%) the proportion of our portfolio that meets the highest nutritional standards, based on globally recognised dietary guidelines. This will help hundreds of millions of people to achieve a healthier diet.39% ◊56%†48%60%Reducing environmental impact Big Goal: By 2030 our goal is to halve the environmental footprint of the making and use of our products as we grow our business. See page 19.Greenhouse gases Target: Halve the greenhouse gas impact of our products across the lifecycle (from the sourcing of the raw materials to the greenhouse gas emissions linked to people using our products) by 2030 (greenhouse gas impact per consumer use).+9% ◊2%†6%	PDF
Pdf_Chunk_id145: 9% ◊2%†6%(50%)Target: By 2020 CO2 emissions from energy from our factories will be at or below 2008 levels despite significantly higher volumes (reduction in CO2 from energy per tonne of production since 2008).**76.77 ◊70.46Δ50.76†≤145.92Water Target: Halve the water associated with the consumer use of our products by 2020 (water impact per consumer use).(2%) ◊1%†(2%)(50%)Target: By 2020 water abstraction by our global factory network will be at or below 2008 levels despite significantly higher volumes (reduction in water abstraction per tonne of production since 2008).**1.80 ◊1.67Δ1.58†≤2.97Waste Target: Halve the waste associated with the disposal of our products by 2020 (waste impact per consumer use).(31%)Δ(29%)(50%)(32%)Target: By 2020 total waste sent for disposal will be at or below 2008 levels despite significantly higher volumes (reduction in total waste per tonne of production since 2008).**0.18 ◊0.23Δ^0.30†≤7.91	PDF
Pdf_Chunk_id146: 0.18 ◊0.23Δ^0.30†≤7.91Sustainable sourcing Target: By 2020 we will source 100% of our agricultural raw materials sustainably (% of tonnes purchased).56%56%100%62%Enhancing livelihoods Big Goal: By 2020 we will enhance the livelihoods of millions of people as we grow our business. See page 18.Fairness in the workplace Target: By 2020 we will advance human rights across our operations and extended supply chain, by:Sourcing 100% of procurement spend from suppliers meeting the mandatory requirements of the Responsible Sourcing Policy (% of spend of suppliers meeting the Policy).55% ‡◊61% ‡Δ100%70%Reducing workplace injuries and accidents (Total Recordable Frequency Rate of workplace accidents per million hours worked)**.0.89 ◊0.69Δ0.76¤†Opportunities for women Target: By 2020 we will empower 5 million women, by:	PDF
Pdf_Chunk_id147: 0.69Δ0.76¤†Opportunities for women Target: By 2020 we will empower 5 million women, by:Promoting safety for women in communities where we operate. • Enhancing access to training and skills (number of women). • Expanding opportunities in our value chain (number of women).1.26 million ◊2.34 million±1.85 millionΔ5 millionBuilding a gender-balanced organisation with a focus on management (% of managers that are women)**.47% ◊Δ49%50%51%Inclusive business Target: By 2020 we will have a positive impact on the lives of 5.5 million people by:Enabling small-scale retailers to access initiatives aiming to improve their income (number of small-scale retailers).1.81 million†± 0.79 million†±1.73 million1.60 million5 millionEnabling smallholder farmers to access initiatives aiming to improve their agricultural practices (number of smallholder farmers).0.75 million0.72 million ◊0.5 million	PDF
Pdf_Chunk_id148: 0.75 million0.72 million ◊0.5 millionBaseline 2010 unless otherwise stated ** Key Non-Financial Indicators. † Δ	PDF
"Pdf_Chunk_id149: Baseline 2010 unless otherwise stated ** Key Non-Financial Indicators. † ΔPricewaterhouseCoopers assured in 2019. For details and 2019 basis of preparation see www.unilever.com/investor-relations/annual-report-and-accounts/ 	PricewaterhouseCoopers	assured	in	2018.	For	details	and	2018	basis	of	preparation	see	www.unilever.com/sustainable-living/our-approach-to-reporting/reports-and- publications-archive PricewaterhouseCoopers assured in 2017. For details and 2017 basis of preparation see www.unilever.com/sustainable-living/our-approach-to-reporting/reports-and- publications-archive The number of people reached through TV advertisements and programmes aimed at encouraging health and hygiene behaviour change (‘TV reach’) was only measured for our oral care brands in 2017. Lifebuoy and Dove started measuring TV reach in 2018 and 2019 respectively. During 2017 and 2018 we amended how we assessed compliance with the Responsible Sourcing Policy, hence year-on-year data is not comparable."	PDF
"Pdf_Chunk_id150: ◊‡ ± Around 568,000 women have accessed initiatives under both the Inclusive Business and the Opportunities for Women pillars in 2019. ( ) Brackets around environmental targets indicate that our aim is to reduce our greenhouse gas, waste and water footprints. Brackets around the corresponding actualsindicate that we have reduced our footprints by the numbers quoted.+ Target approved by the Science Based Targets Initiative. ^	 Restated	from	0.20	kg/tonne	of	production	due	to	a	classification	error	during	the	data	reporting	process. ¤2019	Total	Recordable	Frequency	Rate	(TRFR)	includes	for	the	first	time	all	acquisitions	which	operate	as	decentralised	business	units,	as	we	now	have	processes	in	 place to collect the data. Had we included these acquisitions in 2017 and 2018, our reported TRFR would have been approximately 6% higher in each year.22Strategic ReportUnilever Annual Report and Accounts 2019Financial performance2017 (Restated)(a)20192018 (Restated)(a)"	PDF
Pdf_Chunk_id151: Financial performance2017 (Restated)(a)20192018 (Restated)(a)Group(5.1%)1.9%2.0%Turnover growth Turnover growth averaged 1.6% over five years3.2%2.8%2.9%Underlying sales growth* Underlying sales growth averaged 3.3% over five years1.9%0.8%1.2%Underlying volume growth* Underlying volume growth averaged 1.4% over five years24.8%16.7%16.8%Operating margin18.6%17.7%19.1%Underlying operating margin*€5.4 billion€5.8 billion€6.1 billionFree cash flow*€9.6 billion€10.0 billion€10.6 billionCash flow from operating activities€4.6 billion(€5.9) billion(€2.2) billionCash flow (used in)/from investing activities(€12.1) billion(€2.0) billion(€4.7) billionCash flow (used in)/from financing activitiesDivisions€20.6 billion€20.7 billion€21.9 billionBeauty & Personal Care Turnover(0.3%) 3.4% 20.2% 22.0% €20.2 billion2.6% 2.9% 20.0% 21.3% €22.4 billionTurnover growth6.0% 2.6% 20.7% 22.7% €19.3 billion	PDF
Pdf_Chunk_id152: 2.6% 2.9% 20.0% 21.3% €22.4 billionTurnover growth6.0% 2.6% 20.7% 22.7% €19.3 billionUnderlying sales growthOperating marginUnderlying operating marginFoods & Refreshment Turnover(9.9%) 2.2% 36.0% 17.7% €10.1 billion(0.4%) 2.1% 16.3% 16.8% €10.6 billionTurnover growth(4.6%) 1.5% 14.6% 17.5% €10.8 billionUnderlying sales growthOperating marginUnderlying operating marginHome Care Turnover(4.2%) 4.7% 11.7%5.6% 4.4% 11.0%Turnover growth6.9% 6.1% 12.7%Underlying sales growthOperating marginUnderlying operating margin13.3%12.4%14.8%(a) Restated following adoption of IFRS 16, see note 1 and note 24 for further details, and the change in treatment of hyperinflationary economies in underlying salesgrowth, see page 29 for further details.Key Financial Indicators.	PDF
Pdf_Chunk_id153: growth, see page 29 for further details.Key Financial Indicators.Underlying sales growth, underlying volume growth, underlying operating margin and free cash flow are non-GAAP measures. For further information about these measures, and the reasons why we believe they are important for an understanding of the performance of the business, please refer to our commentary on non-GAAP measures on pages 27 to 32.23Unilever Annual Report and Accounts 2019Financial review2019 performance The Group generated turnover of €52.0 billion, operating profit of €8.7 billion and net profit of €6.0 billion.Turnover growth at 2.0% was lower than underlying sales growth of 2.9% reflecting a negative impact of the spreads disposal partially offset by a positive impact from currency.	PDF
Pdf_Chunk_id154: Emerging markets performed well with underlying sales growth of 5.3% but developed markets declined by 0.5% mainly as a result of difficult and deflationary conditions in Europe. Overall underlying sales growth was slightly below expectation due to slow down experienced in the last quarter. Price growth decelerated in the fourth quarter as a result of pricing reductions in India and low inflation in Turkey. Africa declined due challenges in West Africa where there were distributor stock resets in Ghana and Nigeria.Argentina’s and Venezuela’s hyperinflationary conditions persisted during 2019 and Zimbabwe also became hyperinflationary during the year. In our calculation of underlying sales growth we exclude price growth in excess of 26% in hyperinflationary economies. See pages 28 to 29 for more details.	PDF
